"","Tattoo","Eimeria","Isospora","Fleas","Lice","Ticks","Sex","fYear","Year","Month","Age","AgeCat","X","Y","Degree","Strength","GroupSize","LifetimeDensity","TrappingDensity","AnnualDensity","Survived","BCI"
"5300",1442,NA,NA,0,0,0,"Male","2004",2004,"11",3,"A",55,163,15,18,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,1,1.0292302287171
"5301",1384,NA,NA,0,4,0,"Male","2004",2004,"11",3,"A",55,163,15,18,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,0,1.07442614889333
"5302",1067,NA,NA,0,2,0,"Male","2004",2004,"11",9,"A",54,181,14,14,29,2.97839311649804e-05,5.06796205145762e-05,3.38081350152145e-05,1,0.384018219513187
"5303",1072,NA,NA,2,6,0,"Male","2004",2004,"11",9,"A",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,0,0.403350730551871
"5304",1279,NA,NA,7,2,0,"Female","2004",2004,"11",5,"A",63,143,11,14,13,2.92198178133401e-05,3.30730589187276e-05,3.68262111006973e-05,1,1.15630603826297
"5305",1465,NA,NA,6,3,1,"Female","2004",2004,"11",1,"Y",182,134,7,7,8,1.79116537328097e-05,1.6441818272083e-05,1.36623613133375e-05,1,1.42287225934944
"5306",1496,NA,NA,8,3,0,"Female","2004",2004,"11",0,"C",76,167,6,6,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,0.131577209028653
"5307",1512,NA,NA,7,3,0,"Female","2004",2004,"11",0,"C",76,167,17,17,29,2.34556216386254e-05,2.88327012827954e-05,3.23725155716518e-05,1,-0.338235675159059
"5308",1541,NA,NA,4,1,0,"Female","2004",2004,"11",0,"C",137,165,4,5,12,2.69299018368375e-05,3.41929018377786e-05,2.31250060766156e-05,1,0.345571684111993
"5309",1542,NA,NA,20,3,0,"Female","2004",2004,"11",0,"C",108,205,6,6,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,1,0.0313508998659134
"5310",1376,NA,NA,2,2,0,"Male","2004",2004,"11",4,"A",44,175,19,33,29,3.88936011226331e-05,7.25866006929479e-05,4.0167016255055e-05,1,0.972857384477791
"5311",1394,NA,NA,20,2,0,"Female","2004",2004,"11",4,"A",55,163,6,7,29,3.8850477552513e-05,6.16759610336723e-05,4.02946086053649e-05,0,1.34050002413426
"5312",1392,NA,NA,2,0,0,"Female","2004",2004,"11",3,"A",108,205,14,15,15,3.01971646165618e-05,4.47994847112114e-05,3.04175922036464e-05,1,1.23712783327272
"5313",1165,NA,NA,4,8,0,"Male","2004",2004,"11",7,"A",63,143,11,14,13,2.92198178133401e-05,3.30730589187276e-05,3.68262111006973e-05,1,1.46375669587355
"5314",1506,NA,NA,2,2,0,"Male","2004",2004,"11",0,"C",63,143,5,5,13,2.92198178133401e-05,3.30730589187276e-05,3.68262111006973e-05,1,0.293962995200306
"5315",1339,NA,NA,1,5,0,"Female","2004",2004,"11",5,"A",43,178,18,26,29,3.67953475155385e-05,6.75082711870989e-05,3.91872004538883e-05,1,0.660288836767036
"5316",931,NA,NA,1,7,0,"Female","2005",2005,"06",12,"A",186,49,2,2,11,4.54311538210436e-05,9.84724074279314e-05,3.81675749581276e-05,0,-0.113778913212367
"5317",1071,NA,NA,8,4,0,"Female","2005",2005,"06",10,"A",174,44,27,28,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,1,0.0192930692177158
"5318",1471,NA,NA,8,3,0,"Male","2005",2005,"06",2,"A",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,0.302880082141055
"5319",1510,NA,NA,16,3,0,"Female","2005",2005,"06",1,"Y",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,0.0383766134924211
"5320",11,NA,NA,1,20,0,"Female","2005",2005,"06",0,"C",186,49,10,12,11,4.54311538210436e-05,9.84724074279314e-05,3.81675749581276e-05,0,-2.2120470718024
"5321",6,NA,NA,3,5,0,"Female","2005",2005,"06",0,"C",259,2,3,3,4,2.20393948279513e-05,1.13205726806677e-05,4.67497856328757e-06,0,-2.0422905271041
"5322",7,NA,NA,5,0,0,"Female","2005",2005,"06",0,"C",216,69,3,3,4,2.2180245482928e-05,2.13393913714622e-05,1.50353177781077e-05,1,-1.50777510189245
"5323",9,NA,NA,2,20,0,"Male","2005",2005,"06",0,"C",232,77,3,3,4,1.78932351727036e-05,1.46782694185778e-05,8.93796317007629e-06,0,-2.8120216275812
"5324",10,NA,NA,3,7,0,"Female","2005",2005,"06",0,"C",189,45,8,8,11,4.47964172011959e-05,9.19135631406246e-05,3.71451397365356e-05,1,-1.64720834055725
"5325",1545,NA,NA,5,2,0,"Male","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,-1.89005096458596
"5326",8,NA,NA,5,0,0,"Female","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,-2.29923128831767
"5327",1312,NA,NA,8,2,0,"Female","2005",2005,"06",6,"A",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,0.0521981031899931
"5328",1415,NA,NA,0,0,0,"Male","2005",2005,"06",4,"A",201,15,2,2,3,1.92204194291539e-05,1.64357086779505e-05,1.60706729673961e-05,0,0.986275201486971
"5329",1092,NA,NA,3,6,1,"Male","2005",2005,"06",9,"A",216,69,6,6,4,2.2180245482928e-05,2.13393913714622e-05,1.50353177781077e-05,0,0.701757937007451
"5330",1531,NA,NA,2,0,0,"Male","2005",2005,"06",1,"Y",216,69,3,3,4,2.2180245482928e-05,2.13393913714622e-05,1.50353177781077e-05,1,0.735304730706387
"5331",13,NA,NA,0,3,0,"Female","2005",2005,"06",0,"C",174,44,16,16,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,0,-1.37024032477154
"5332",16,NA,NA,0,0,0,"Female","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,-2.02541944500621
"5333",15,NA,NA,2,4,0,"Male","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,-1.95359919597509
"5334",12,NA,NA,20,5,0,"Male","2005",2005,"06",0,"C",232,77,3,3,4,1.78932351727036e-05,1.46782694185778e-05,8.93796317007629e-06,0,-2.69830356041138
"5335",5,NA,NA,10,0,0,"Male","2005",2005,"06",0,"C",189,45,8,8,11,4.47964172011959e-05,9.19135631406246e-05,3.71451397365356e-05,0,-1.86747899348298
"5336",14,NA,NA,1,3,0,"Female","2005",2005,"06",0,"C",189,45,8,8,11,4.47964172011959e-05,9.19135631406246e-05,3.71451397365356e-05,1,-1.40545575588173
"5337",17,NA,NA,20,0,0,"Male","2005",2005,"06",0,"C",259,2,3,3,4,2.20393948279513e-05,1.13205726806677e-05,4.67497856328757e-06,0,-1.837580000739
"5338",1055,NA,NA,1,3,0,"Male","2005",2005,"06",7,"A",163,43,27,28,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,0.677690384336894
"5339",1191,NA,NA,3,0,0,"Female","2005",2005,"06",8,"A",189,45,8,10,11,4.47964172011959e-05,9.19135631406246e-05,3.71451397365356e-05,1,-0.082952932954015
"5340",1208,NA,NA,1,6,0,"Female","2005",2005,"06",7,"A",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,-0.253201365873938
"5341",1365,NA,NA,18,0,0,"Female","2005",2005,"06",4,"A",174,44,14,14,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,1,-0.00787276702670768
"5342",1453,NA,NA,0,2,0,"Female","2005",2005,"06",4,"A",189,45,8,10,11,4.47964172011959e-05,9.19135631406246e-05,3.71451397365356e-05,1,NA
"5343",1520,NA,NA,0,0,0,"Male","2005",2005,"06",1,"Y",178,38,14,14,16,4.79131609046733e-05,0.000111259139645741,4.04431145462069e-05,1,0.135325118253965
"5344",21,NA,NA,7,6,0,"Male","2005",2005,"06",0,"C",174,44,14,14,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,0,-1.24587556228374
"5345",22,NA,NA,2,2,0,"Male","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,-1.89005096458596
"5346",35,NA,NA,5,1,0,"Male","2005",2005,"06",0,"C",178,41,0,0,16,4.91660437111035e-05,0.000119810144396855,4.12242253801608e-05,0,-1.58811634115913
"5347",19,NA,NA,8,2,0,"Female","2005",2005,"06",0,"C",259,2,3,3,4,2.20393948279513e-05,1.13205726806677e-05,4.67497856328757e-06,0,-2.60983211901979
"5348",18,NA,NA,6,3,0,"Male","2005",2005,"06",0,"C",259,2,3,3,4,2.20393948279513e-05,1.13205726806677e-05,4.67497856328757e-06,0,-1.78966449811063
"5349",25,NA,NA,2,4,0,"Male","2005",2005,"06",0,"C",232,77,3,3,4,1.78932351727036e-05,1.46782694185778e-05,8.93796317007629e-06,0,NA
"5350",993,NA,NA,6,7,0,"Female","2005",2005,"06",12,"A",186,49,2,2,11,4.54311538210436e-05,9.84724074279314e-05,3.81675749581276e-05,0,0.0908107520865943
"5351",1316,NA,NA,12,1,0,"Female","2005",2005,"06",5,"A",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,0,0.122595825543076
"5352",1320,NA,NA,1,6,0,"Male","2005",2005,"06",5,"A",69,71,6,9,13,2.17539140356215e-05,3.49986002304611e-05,2.13933009243833e-05,1,0.135274356105249
"5353",910,NA,NA,1,0,0,"Female","2005",2005,"06",12,"A",108,10,8,9,13,1.89842668313835e-05,4.26615370043863e-05,1.36366198036516e-05,1,-0.221896720989235
"5354",1008,NA,NA,20,1,0,"Female","2005",2005,"06",11,"A",113,25,5,5,13,2.01184572873992e-05,3.27117274751489e-05,1.787998232571e-05,0,-0.432606092841534
"5355",1034,NA,NA,0,4,0,"Female","2005",2005,"06",10,"A",108,10,10,10,13,1.89842668313835e-05,4.26615370043863e-05,1.36366198036516e-05,1,0.0783348702286056
"5356",1042,NA,NA,8,0,0,"Male","2005",2005,"06",10,"A",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,0,0.365207599653845
"5357",1165,NA,NA,4,0,0,"Male","2005",2005,"06",8,"A",115,116,21,21,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,0.605993890851453
"5358",1459,NA,NA,3,1,0,"Female","2005",2005,"06",2,"A",115,116,17,17,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,0.470776596578477
"5359",1464,NA,NA,1,0,1,"Male","2005",2005,"06",2,"A",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,0.605993890851453
"5360",1474,NA,NA,0,0,0,"Female","2005",2005,"06",2,"A",79,0,1,1,2,1.37700788277108e-05,1.62674068034132e-05,6.4328920815831e-06,1,1.00642263338963
"5361",1497,NA,NA,0,3,0,"Male","2005",2005,"06",1,"Y",115,116,15,16,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,0,NA
"5362",1506,NA,NA,1,1,0,"Male","2005",2005,"06",1,"Y",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,0.227408898693227
"5363",24,NA,NA,3,1,0,"Female","2005",2005,"06",0,"C",108,10,8,9,13,1.89842668313835e-05,4.26615370043863e-05,1.36366198036516e-05,1,-1.51951953567271
"5364",26,NA,NA,4,20,0,"Male","2005",2005,"06",0,"C",113,25,5,5,13,2.01184572873992e-05,3.27117274751489e-05,1.787998232571e-05,0,-2.13905008517627
"5365",27,NA,NA,5,0,0,"Female","2005",2005,"06",0,"C",69,71,5,5,13,2.17539140356215e-05,3.49986002304611e-05,2.13933009243833e-05,1,-2.93575587571503
"5366",29,NA,NA,3,12,0,"Male","2005",2005,"06",0,"C",96,58,5,5,6,1.6231890287148e-05,3.01356664406397e-05,1.8305330921189e-05,1,-1.51368247140162
"5367",30,NA,NA,1,8,0,"Female","2005",2005,"06",0,"C",113,25,5,5,13,2.01184572873992e-05,3.27117274751489e-05,1.787998232571e-05,0,-2.12830352992038
"5368",32,NA,NA,4,7,0,"Female","2005",2005,"06",0,"C",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,-2.37916331722084
"5369",34,NA,NA,0,0,0,"Female","2005",2005,"06",0,"C",67,85,5,5,13,2.13492064964791e-05,2.68808548289706e-05,2.35389330734204e-05,0,-2.28263436332355
"5370",1237,NA,NA,2,2,0,"Male","2005",2005,"06",9,"A",67,85,14,14,13,2.13492064964791e-05,2.68808548289706e-05,2.35389330734204e-05,0,NA
"5371",1472,NA,NA,2,3,0,"Male","2005",2005,"06",8,"A",131,85,2,2,3,1.7987562472653e-05,2.60259449841466e-05,1.32629459107775e-05,0,0.238422103709702
"5372",1544,NA,NA,4,3,0,"Male","2005",2005,"06",3,"A",79,0,1,1,2,1.37700788277108e-05,1.62674068034132e-05,6.4328920815831e-06,0,1.26240531641746
"5373",1319,NA,NA,20,4,0,"Female","2005",2005,"06",5,"A",96,58,5,5,6,1.6231890287148e-05,3.01356664406397e-05,1.8305330921189e-05,0,-0.149161924133246
"5374",1378,NA,NA,6,1,0,"Female","2005",2005,"06",4,"A",82,75,4,4,13,1.95671261934994e-05,4.170252311001e-05,2.04989920575775e-05,1,0.212700842539393
"5375",1451,NA,NA,5,0,0,"Female","2005",2005,"06",8,"A",115,116,22,22,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,0,-0.00531906814719714
"5376",1279,NA,NA,4,2,1,"Female","2005",2005,"06",6,"A",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,-0.155164387098346
"5377",1425,NA,NA,7,0,0,"Male","2005",2005,"06",3,"A",108,10,9,10,13,1.89842668313835e-05,4.26615370043863e-05,1.36366198036516e-05,1,0.59303257542386
"5378",1528,NA,NA,5,4,0,"Male","2005",2005,"06",1,"Y",113,25,9,9,13,2.01184572873992e-05,3.27117274751489e-05,1.787998232571e-05,1,0.31863778122255
"5379",1534,NA,NA,4,2,0,"Female","2005",2005,"06",1,"Y",69,71,6,9,13,2.17539140356215e-05,3.49986002304611e-05,2.13933009243833e-05,0,0.0514120580683615
"5380",37,NA,NA,10,1,0,"Female","2005",2005,"06",0,"C",67,85,5,5,13,2.13492064964791e-05,2.68808548289706e-05,2.35389330734204e-05,0,-2.51587551433124
"5381",41,NA,NA,9,0,0,"Female","2005",2005,"06",0,"C",82,75,6,9,13,1.95671261934994e-05,4.170252311001e-05,2.04989920575775e-05,1,-2.03673974700624
"5382",38,NA,NA,20,2,0,"Female","2005",2005,"06",1,"Y",131,85,2,2,3,1.7987562472653e-05,2.60259449841466e-05,1.32629459107775e-05,1,-0.00531906814719714
"5383",1369,NA,NA,20,4,0,"Female","2005",2005,"06",4,"A",69,71,6,9,13,2.17539140356215e-05,3.49986002304611e-05,2.13933009243833e-05,1,-0.253201365873938
"5384",1503,NA,NA,14,0,1,"Male","2005",2005,"06",1,"Y",115,116,13,13,20,1.7362543649845e-05,4.6658757645433e-05,1.70159028233676e-05,1,0.296576667750732
"5385",42,NA,NA,2,3,0,"Female","2005",2005,"06",0,"C",96,58,5,5,6,1.6231890287148e-05,3.01356664406397e-05,1.8305330921189e-05,1,-1.45289868307413
"5386",40,NA,NA,2,6,0,"Female","2005",2005,"06",0,"C",113,25,5,5,13,2.01184572873992e-05,3.27117274751489e-05,1.787998232571e-05,1,-1.86747899348298
"5387",39,NA,NA,4,3,0,"Male","2005",2005,"06",0,"C",113,25,5,5,13,2.01184572873992e-05,3.27117274751489e-05,1.787998232571e-05,0,-2.12830352992038
"5388",1026,NA,NA,5,0,0,"Female","2005",2005,"06",11,"A",108,10,5,5,13,1.89842668313835e-05,4.26615370043863e-05,1.36366198036516e-05,1,0.0398070298275342
"5389",1261,NA,NA,1,2,0,"Female","2005",2005,"06",5,"A",122,45,18,18,13,1.55091696049179e-05,1.26447896070632e-05,1.9760812257809e-05,1,-0.166806449957003
"5390",1381,NA,NA,4,0,0,"Female","2005",2005,"06",4,"A",34,121,5,5,18,3.41249111859862e-05,5.15906714533065e-05,3.36770620922352e-05,0,0.0712312230982222
"5391",1409,NA,NA,3,6,0,"Female","2005",2005,"06",4,"A",16,184,13,19,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,1,NA
"5392",1338,NA,NA,7,3,0,"Female","2005",2005,"06",5,"A",24,156,13,13,16,3.90491493670597e-05,4.29995399207392e-05,3.97310433568089e-05,1,-0.266293841106426
"5393",1336,NA,NA,15,2,0,"Female","2005",2005,"06",5,"A",16,184,13,13,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,1,-0.747667216396484
"5394",1344,NA,NA,5,1,0,"Female","2005",2005,"06",5,"A",47,135,17,19,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,1,-0.777690454352663
"5395",1348,NA,NA,15,4,0,"Male","2005",2005,"06",5,"A",16,184,13,19,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,1,0.0648259508241464
"5396",1051,NA,NA,4,3,0,"Female","2005",2005,"06",11,"A",37,107,14,17,18,2.96797591662748e-05,3.45686966184415e-05,3.05947402195828e-05,0,-0.124571395353635
"5397",1451,NA,NA,6,9,0,"Female","2005",2005,"06",8,"A",21,77,22,22,11,2.67548073681436e-05,4.4658353416575e-05,2.03397992564683e-05,0,-0.0954608678778363
"5398",1246,NA,NA,8,0,0,"Female","2005",2005,"06",8,"A",37,107,9,9,18,2.96797591662748e-05,3.45686966184415e-05,3.05947402195828e-05,1,-0.470750391369183
"5399",1282,NA,NA,6,1,0,"Female","2005",2005,"06",7,"A",37,107,10,12,18,2.96797591662748e-05,3.45686966184415e-05,3.05947402195828e-05,0,-0.469556719872487
"5400",1436,NA,NA,0,1,0,"Female","2005",2005,"06",3,"A",44,62,2,2,3,2.39731741123772e-05,2.40386731067774e-05,1.79783792446485e-05,1,0.266563488561616
"5401",1467,NA,NA,7,3,0,"Female","2005",2005,"06",2,"A",34,206,13,19,29,1.11625054289033e-05,1.45999707947069e-05,1.74037511142245e-05,1,0.0255930756763227
"5402",1466,NA,NA,4,2,0,"Female","2005",2005,"06",2,"A",16,184,16,23,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,1,-0.0141885287781869
"5403",1513,NA,NA,3,6,0,"Male","2005",2005,"06",1,"Y",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.03397992564683e-05,0,0.321481799802254
"5404",1515,NA,NA,6,1,0,"Female","2005",2005,"06",1,"Y",47,135,17,23,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,1,0.0319539034995194
"5405",1514,NA,NA,1,0,0,"Male","2005",2005,"06",1,"Y",26,126,2,2,18,3.10915110504282e-05,3.98373632248275e-05,3.24636177993351e-05,0,-0.22183447563086
"5406",1517,NA,NA,5,4,0,"Male","2005",2005,"06",1,"Y",25,82,0,0,11,2.83162390157368e-05,4.30891802362936e-05,2.26156365416717e-05,0,0.123386972274758
"5407",1523,NA,NA,2,0,0,"Female","2005",2005,"06",1,"Y",34,121,5,5,18,3.41249111859862e-05,5.15906714533065e-05,3.36770620922352e-05,1,0.317547250467629
"5408",1525,NA,NA,4,0,0,"Female","2005",2005,"06",1,"Y",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.03397992564683e-05,0,0.360607881254271
"5409",22,NA,NA,0,0,0,"Male","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,NA
"5410",20,NA,NA,0,0,0,"Male","2005",2005,"06",0,"C",174,44,14,14,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,1,NA
"5411",43,NA,NA,15,13,0,"Female","2005",2005,"06",0,"C",174,44,14,14,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,0,-1.53662350121916
"5412",44,NA,NA,15,0,0,"Male","2005",2005,"06",0,"C",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.03397992564683e-05,1,-1.78378503771985
"5413",45,NA,NA,15,7,0,"Male","2005",2005,"06",0,"C",16,184,13,13,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,0,-3.06925714102735
"5414",1124,NA,NA,5,4,0,"Female","2005",2005,"06",9,"A",24,156,13,13,16,3.90491493670597e-05,4.29995399207392e-05,3.97310433568089e-05,0,-0.34229655577246
"5415",1075,NA,NA,20,2,0,"Male","2005",2005,"06",10,"A",16,184,13,19,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,0,0.0448622932545769
"5416",1339,NA,NA,3,1,0,"Female","2005",2005,"06",6,"A",16,184,13,13,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,1,0.0842298065057964
"5417",1376,NA,NA,1,1,1,"Male","2005",2005,"06",5,"A",16,184,16,17,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,0,0.103525028775623
"5418",1383,NA,NA,3,8,0,"Female","2005",2005,"06",4,"A",34,206,13,19,29,1.11625054289033e-05,1.45999707947069e-05,1.74037511142245e-05,1,-0.957334803943332
"5419",1337,NA,NA,2,0,0,"Female","2005",2005,"06",5,"A",0,162,15,18,16,1.42610240737319e-05,1.25491273811817e-05,2.21386662323185e-05,1,-0.149161924133246
"5420",1375,NA,NA,0,4,0,"Male","2005",2005,"06",4,"A",47,135,13,13,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,0,-0.136984792970218
"5421",1071,NA,NA,0,0,0,"Female","2005",2005,"06",10,"A",174,44,27,28,16,4.88481423321562e-05,0.000126372047344651,4.17795565325287e-05,1,NA
"5422",1246,NA,NA,1,5,0,"Female","2005",2005,"06",8,"A",34,127,9,9,18,3.67832697749521e-05,5.56779058335847e-05,3.55595055465567e-05,1,-0.616123068709897
"5423",1481,NA,NA,15,0,0,"Male","2005",2005,"06",2,"A",21,77,9,9,11,2.67548073681436e-05,4.4658353416575e-05,2.03397992564683e-05,1,-0.147872451729652
"5424",1478,NA,NA,0,3,0,"Male","2005",2005,"06",2,"A",44,62,2,2,3,2.39731741123772e-05,2.40386731067774e-05,1.79783792446485e-05,1,0.296155505021758
"5425",1532,NA,NA,0,4,0,"Male","2005",2005,"06",1,"Y",24,156,13,13,16,3.90491493670597e-05,4.29995399207392e-05,3.97310433568089e-05,0,0.0845435144316665
"5426",1545,NA,NA,0,0,0,"Male","2005",2005,"06",0,"C",163,43,14,14,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,NA
"5427",51,NA,NA,15,0,0,"Male","2005",2005,"06",0,"C",34,121,8,8,18,3.41249111859862e-05,5.15906714533065e-05,3.36770620922352e-05,1,-1.17999392779653
"5428",48,NA,NA,4,8,0,"Male","2005",2005,"06",0,"C",24,156,13,13,16,3.90491493670597e-05,4.29995399207392e-05,3.97310433568089e-05,1,-3.18633117898159
"5429",49,NA,NA,3,17,0,"Male","2005",2005,"06",0,"C",28,119,10,12,18,3.02041667048144e-05,4.09838539257274e-05,3.13707643198479e-05,1,-3.51431262032011
"5430",50,NA,NA,3,0,0,"Female","2005",2005,"06",0,"C",33,100,8,8,18,2.86033652869192e-05,3.00614521821526e-05,2.89160306194402e-05,1,-2.12282533134315
"5431",53,NA,NA,0,8,0,"Female","2005",2005,"06",0,"C",0,162,15,18,16,1.42610240737319e-05,1.25491273811817e-05,2.21386662323185e-05,1,-1.57644685189212
"5432",47,NA,NA,0,9,0,"Male","2005",2005,"06",0,"C",47,135,9,9,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,0,-3.08237766098163
"5433",1055,NA,NA,0,0,0,"Male","2005",2005,"06",7,"A",163,43,27,28,19,4.16100522674047e-05,0.000105294550915493,3.90516474542407e-05,1,NA
"5434",1386,NA,NA,3,5,0,"Female","2005",2005,"06",4,"A",47,135,9,13,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,1,-0.387910553574434
"5435",1442,NA,NA,0,0,0,"Male","2005",2005,"06",4,"A",47,135,18,21,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,1,0.0647084479824935
"5436",1404,NA,NA,7,3,1,"Female","2005",2005,"06",3,"A",40,111,5,5,18,3.09903945108342e-05,3.94338250839189e-05,3.17703612372807e-05,1,-0.160557233168645
"5437",1413,NA,NA,5,1,0,"Male","2005",2005,"06",4,"A",47,135,9,13,10,3.97476914904642e-05,6.34467079537609e-05,3.73070239340788e-05,1,0.503896887430648
"5438",1318,NA,NA,9,2,0,"Female","2005",2005,"06",5,"A",44,62,2,2,3,2.39731741123772e-05,2.40386731067774e-05,1.79783792446485e-05,0,-0.197163001381046
"5439",1335,NA,NA,1,5,0,"Male","2005",2005,"06",5,"A",16,184,13,19,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,1,0.148197003605891
"5440",1056,NA,NA,2,3,0,"Female","2005",2005,"06",10,"A",34,121,8,9,18,3.41249111859862e-05,5.15906714533065e-05,3.36770620922352e-05,0,-0.0954608678778363
"5441",1522,NA,NA,3,1,0,"Female","2005",2005,"06",1,"Y",48,144,9,13,10,4.29347509408293e-05,5.99541893021521e-05,3.99267488709988e-05,1,-0.130808139364944
"5442",57,NA,NA,0,14,0,"Male","2005",2005,"06",0,"C",16,184,13,13,14,2.42267902316402e-05,3.5818497099462e-05,2.98883086355817e-05,0,-3.08662973207335
